1/1/23,WINE AND BEYOND,ALCOHOL,Optional_Expenses,Vices,,$52.05
1/22/22,DON’T YELL AT ME,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$7.10
10/15/22,DOLLARAMA,SNACKS,Optional_Expenses,Eating Out/Takeout,,$7.09
4/2/23,COCO,BUBBLE TEA (W/ MORGAN),Optional_Expenses,Eating Out/Takeout,,$7.02
8/6/22,TELUS SPARK,PARKING,Fixed_Expenses,Parking,,$7.00
8/7/23,TASTE OF CALGARY,TASTE OF CALGARY,Optional_Expenses,Eating Out/Takeout,,$7.00
8/7/23,TASTE OF CALGARY,TASTE OF CALGARY,Optional_Expenses,Eating Out/Takeout,,$7.00
6/1/23,RBC,SAVINGS INTEREST,Income,Interest,,$6.94
8/1/23,HUNTERHORN,BAKED GOODS,Optional_Expenses,Eating Out/Takeout,,$6.93
4/23/22,KATSU 17,KOREAN DOGS,Optional_Expenses,Eating Out/Takeout,,$6.88
4/24/22,CHATIME,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$6.83
8/21/23,REXALL,GUMMY WORMS,Optional_Expenses,Eating Out/Takeout,,$6.83
8/28/23,REXALL,SNACKS,Optional_Expenses,Eating Out/Takeout,,$6.83
1/7/22,SPIRITLEAF,WEED (PRE ROLLS),Optional_Expenses,Vices,,$6.81
3/26/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$6.81
6/17/22,SPIRITLEAF,WEED,Optional_Expenses,Vices,,$6.81
9/26/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$6.81
3/12/23,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$6.81
9/30/23,CINNZEO,LUNCH,Optional_Expenses,Eating Out/Takeout,,$6.81
11/22/22,OLIVER TWIST LIQUOR STORE,ALCOHOL,Other,Vacation,,$6.70
6/6/22,A&W,COFFEE,Reimbursements,Work Reimbursement,,$6.58
7/18/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$6.55
4/13/22,STEAM,VIDEO GAME,Optional_Expenses,Entertainment,,$6.48
4/14/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$6.34
6/21/23,SAVE-ON,SNACKS,Other,Vacation,,$6.30
2/26/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$6.29
4/22/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$6.29
3/11/23,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$6.29
9/18/22,MINISO,DOG TOY FOR WINSTON,True_Expenses,Gifts,,$6.25
12/14/22,WAVES COFFEE,SNACK,Optional_Expenses,Eating Out/Takeout,,$6.24
1/25/22,RBC,CREDIT CARD INTEREST,Other,Other,,$6.20
6/12/22,KOREAN BAKERY,SNACK,Optional_Expenses,Eating Out/Takeout,,$6.07
11/20/22,COMPASS,TRANSIT,Other,Vacation,,$6.05
11/30/22,COMPASS,TRANSIT,Other,Vacation,,$6.05
4/20/22,THE UNICORN,DRINKS W/ GABI,Optional_Expenses,Entertainment,,$6.04
11/11/22,STEAM,MINDUSTRY,Optional_Expenses,Entertainment,,$6.03
9/28/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$5.91
3/18/22,HANNKI,KOREAN DOGS,Optional_Expenses,Eating Out/Takeout,,$5.78
4/9/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$5.76
10/8/22,CENTEX,SNACKS,Optional_Expenses,Eating Out/Takeout,,$5.76
4/30/23,SHOPPERS DRUG MART,BABY OIL,Variable_Expenses,Groceries,,$5.76
7/17/22,MCDONALDS,ICED COFFEE,Optional_Expenses,Eating Out/Takeout,,$5.75
6/7/22,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$5.72
8/23/22,TIM HORTONS,COFFEE,Reimbursements,Work Reimbursement,,$5.65
2/3/23,NINTENDO,VIDEO GAME (CULTIST SIMULATOR),Optional_Expenses,Video Games,,$5.58
1/20/22,SAFEWAY,SNACKS,Optional_Expenses,Eating Out/Takeout,,$5.53
2/16/22,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$5.51
11/4/22,SECOND CUP,FOOD,Optional_Expenses,Eating Out/Takeout,,$5.51
12/2/22,SECOND CUP,SNACK,Optional_Expenses,Eating Out/Takeout,,$5.51
6/11/23,STEAM,VIDEO GAME (20 MINUTES TO DAWN),Optional_Expenses,Video Games,,$5.45
7/16/23,MACS,SNACKS,Optional_Expenses,Eating Out/Takeout,,$5.45
3/4/23,NEWLEAF,CANNABIS (1 PRE ROLL),Optional_Expenses,Vices,,$5.40
5/31/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$5.38
6/21/23,PETROCAN,PRIME,Other,Vacation,,$5.34
9/12/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$5.28
4/2/22,GRETA,CHIHARU BDAY,Optional_Expenses,Entertainment,,$5.25
8/22/23,STEAM,VIDEO GAME (SHADOW TACTICS),Optional_Expenses,Video Games,,$5.24
4/18/23,VILLAGE PARKING,PARKING,Other,Vacation,,$5.00
8/7/23,TASTE OF CALGARY,TASTE OF CALGARY,Optional_Expenses,Eating Out/Takeout,,$5.00
9/16/23,DEVILLE,MUFFIN,Optional_Expenses,Eating Out/Takeout,,$5.00
2/18/23,STEAM,BROTATO,Optional_Expenses,Video Games,,$4.78
7/1/23,NANA'S BAKERY,SNACKS,Other,Vacation,,$4.75
9/20/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$4.71
2/20/23,LONDON DRUGS,DENTAL WAX,True_Expenses,Medical,,$4.71
8/29/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$4.62
6/30/23,MCDONALDS,FOOD,Other,Vacation,,$4.50
11/22/22,COMPASS,TRANSIT,Other,Vacation,,$4.45
7/15/22,A&W,FOOD W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$4.39
4/15/23,USL,TXB AD&D,Other,Deductions,,$4.29
4/28/23,USL,TXB AD&D,Other,Deductions,,$4.29
7/30/22,LUX LEAF,ROLLING PAPERS,Optional_Expenses,Vices,,$4.19
10/19/22,CALGARY DRUG MART,SNACKS,Optional_Expenses,Eating Out/Takeout,,$4.18
6/3/23,STEAM,VIDEO GAME (PEGLIN),Optional_Expenses,Video Games,,$4.17
8/25/22,STAPLES,WORK REIMBURSEMENT,Reimbursements,Work Reimbursement,,$4.12
10/11/23,GOOD EARTH,COFFEE,Optional_Expenses,Eating Out/Takeout,,$4.05
6/22/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$4.03
9/23/22,RBC,MONTHLY FEE - CHEQUINGS,Other,Other,,$4.00
10/25/22,RBC,MONTHLY FEE - CHEQUINGS,Other,Other,,$4.00
1/25/23,RBC,MONTHLY FEE - CHEQUINGS,Fixed_Expenses,Fees,,$4.00
2/24/23,RBC,MONTHLY FEE - CHEQUINGS,Fixed_Expenses,Fees,,$4.00
3/24/23,RBC,MONTHLY FEE - CHEQUINGS,Fixed_Expenses,Fees,,$4.00
4/21/23,PARKING,PARKING,Other,Vacation,,$4.00
4/25/23,RBC,MONTHLY FEE - CHEQUINGS,Fixed_Expenses,Fees,,$4.00
5/25/23,RBC,CHEQUING ACCOUNT MONTHLY FEE,Fixed_Expenses,Fees,,$4.00
6/4/23,CANADIAN PIZZA UNLIMITED,PIZZA,Optional_Expenses,Eating Out/Takeout,,$4.00
6/23/23,RBC,CHEQUING ACCOUNT MONTHLY FEE,Fixed_Expenses,Fees,,$4.00
7/25/23,RBC,CHEQUING ACCOUNT MONTHLY FEE,Fixed_Expenses,Fees,,$4.00
8/7/23,TASTE OF CALGARY,TASTE OF CALGARY,Optional_Expenses,Eating Out/Takeout,,$4.00
8/25/23,RBC,CHEQUING ACCOUNT MONTHLY FEE,Fixed_Expenses,Fees,,$4.00
9/25/23,RBC,MONTHLY FEE - CHEQUINGS,Fixed_Expenses,Fees,,$4.00
10/25/23,RBC,MONTHLY FEE - CHEQUINGS,Fixed_Expenses,Fees,,$4.00
8/25/23,CO-OP,ICE,Optional_Expenses,Guilt-Free,,$3.99
5/18/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$3.96
4/2/22,BEEBOP,DONUTS W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$3.94
8/26/22,SUPERSTORE,WORK REIMBURSEMENT,Reimbursements,Work Reimbursement,,$3.94
1/15/23,USL,TXB AD&D,Other,Deductions,,$3.85
11/15/22,USL, - TXAD&D,Other,Tax,,$3.85
11/30/22,USL, - TXAD&D,Other,Tax,,$3.85
12/15/22,USL, - TXAD&D,Other,Tax,,$3.85
1/31/23,USL,TXB AD&D,Other,Deductions,,$3.85
2/15/23,USL,TXB AD&D,Other,Deductions,,$3.85
2/28/23,USL,TXB AD&D,Other,Deductions,,$3.85
3/15/23,USL,TXB AD&D,Other,Deductions,,$3.85
3/31/23,USL,TXB AD&D,Other,Deductions,,$3.85
6/22/23,GAS STATION,ORANGE JUICE,Other,Vacation,,$3.77
3/30/22,HAPPY TOGETHER CONVENIENCE,SNACKS,Optional_Expenses,Eating Out/Takeout,,$3.69
8/28/22,HULA POKE,DRINK,Optional_Expenses,Eating Out/Takeout,,$3.68
10/4/23,GOOD EARTH,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.68
3/27/22,CANADIAN PIZZA UNLIMITED,PIZZA,Optional_Expenses,Eating Out/Takeout,,$3.50
9/5/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.41
9/14/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.41
6/6/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$3.36
4/14/22,USL, - TXAD&D,Other,Tax,,$3.30
4/29/22,USL, - TXAD&D,Other,Tax,,$3.30
5/13/22,USL, - TXAD&D,Other,Tax,,$3.30
5/31/22,USL, - TXAD&D,Other,Tax,,$3.30
6/15/22,USL, - TXAD&D,Other,Tax,,$3.30
6/30/22,USL, - TXAD&D,Other,Tax,,$3.30
7/15/22,USL, - TXAD&D,Other,Tax,,$3.30
7/29/22,USL, - TXAD&D,Other,Tax,,$3.30
8/15/22,USL, - TXAD&D,Other,Tax,,$3.30
8/31/22,USL, - TXAD&D,Other,Tax,,$3.30
9/15/22,USL, - TXAD&D,Other,Tax,,$3.30
9/30/22,USL, - TXAD&D,Other,Tax,,$3.30
10/14/22,USL, - TXAD&D,Other,Tax,,$3.30
10/31/22,USL, - TXAD&D,Other,Tax,,$3.30
9/29/22,SECOND CUP,TEA,Optional_Expenses,Eating Out/Takeout,,$3.20
1/18/22,SHELL,LIGHTER,Optional_Expenses,Entertainment,,$3.15
1/22/22,STEAM,VIDEO GAME,Optional_Expenses,Entertainment,,$3.14
1/23/22,STEAM,VIDEO GAME,Optional_Expenses,Entertainment,,$3.14
6/13/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$3.14
5/6/22,STARBUCKS,COFFEE W/ RAYVEN,Optional_Expenses,Entertainment,,$3.10
7/10/22,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.10
11/26/22,COMPASS,TRANSIT,Other,Vacation,,$3.10
4/22/23,COMPASS,TRANSIT FARE,Other,Vacation,,$3.10
4/23/23,COMPASS,TRANSIT FARE,Other,Vacation,,$3.10
4/23/23,COMPASS,TRANSIT FARE,Other,Vacation,,$3.10
7/5/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.10
7/17/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.10
9/19/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.10
9/21/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.10
10/13/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$3.10
1/15/23,USL, - TXAD&D,Other,Tax,,$3.09
1/14/22,USL, - TXAD&D,Other,Tax,,$3.09
1/31/22,USL, - TXAD&D,Other,Tax,,$3.09
2/15/22,USL, - TXAD&D,Other,Tax,,$3.09
3/15/22,USL, - TXAD&D,Other,Tax,,$3.09
3/31/22,USL, - TXAD&D,Other,Tax,,$3.09
1/31/23,USL, - TXAD&D,Other,Tax,,$3.09
2/15/23,USL, - TXAD&D,Other,Tax,,$3.09
2/28/23,USL, - TXAD&D,Other,Tax,,$3.09
3/15/23,USL, - TXAD&D,Other,Tax,,$3.09
3/31/23,USL, - TXAD&D,Other,Tax,,$3.09
7/4/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.89
10/20/23,GOOD EARTH,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.84
8/24/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.78
6/20/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$2.69
7/18/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$2.64
9/16/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$2.64
7/16/22,DOLLAR WORLD,BALLONS,Optional_Expenses,Vices,,$2.63
9/12/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$2.63
4/4/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$2.61
8/15/23,SEVEN 11,SNACKS,Other,Vacation,,$2.61
5/23/23,COFFEE COMPANY,TEA,Optional_Expenses,Eating Out/Takeout,,$2.57
9/18/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$2.50
6/2/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/3/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/4/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/6/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/8/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/9/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/10/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/11/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/13/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/16/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/17/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/18/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/20/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/21/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/22/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/23/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/24/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
6/27/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
7/4/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
7/18/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
8/8/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
8/15/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
8/24/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
8/25/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$2.19
1/3/23,CALGARY,PARKING FOR PSYCHOLOGIST,Fixed_Expenses,Parking,,$2.04
6/27/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$2.02
6/28/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$2.02
11/4/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$2.02
5/31/22,A&W,COFFEE,Optional_Expenses,Eating Out/Takeout,,$1.98
6/13/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$1.97
8/24/22,SUPERSTORE,WATER,Reimbursements,Work Reimbursement,,$1.97
7/8/22,SUPERSTORE,LUNCH (BREAD) & WATER,Variable_Expenses,Groceries,,$1.74
8/21/22,MCDONALDS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$1.58
8/15/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$1.51
9/20/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$1.34
8/25/22,RBC,CHEQUING ACCOUNT MONTHLY FEE,Other,,,$1.30
2/12/22,GOVT,CALGARY PARKING,Fixed_Expenses,Parking,,$1.25
8/29/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$1.25
11/7/22,STEAM,VIDEO GAME - NOVA DRIFT,Optional_Expenses,Entertainment,,$1.24
8/18/22,SUPERSTORE,WATER,Reimbursements,Work Reimbursement,,$1.18
8/20/22,SUPERSTORE,WATER,Reimbursements,Work Reimbursement,,$1.18
11/13/22,STEAM,POSTAL 2,Optional_Expenses,Entertainment,,$1.14
1/22/22,GOVT,CALGARY PARKING,Fixed_Expenses,Parking,,$1.03
7/6/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$1.01
6/16/23,CALGARY,PARKING,Other,Vacation,,$1.00
6/19/23,CALGARY,PARKING,Other,Vacation,,$1.00
8/10/23,CALGARY,PARKING,Fixed_Expenses,Parking,,$1.00
9/14/23,CALGARY PARKING,MEC PARKING,Other,Vacation,,$1.00
5/12/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
5/20/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/10/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/16/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/17/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/20/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/21/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/22/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/23/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/28/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
6/29/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
7/2/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
7/6/22,SUPERSTORE,LUNCH (BREAD),Variable_Expenses,Groceries,,$0.95
7/20/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$0.95
7/22/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$0.95
8/17/22,SUPERSTORE,WATER,Reimbursements,Work Reimbursement,,$0.79
5/30/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$0.67
5/31/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$0.67
5/31/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$0.67
6/20/22,STAPLES,GRADE SHEETS,Reimbursements,Work Reimbursement,,$0.50
5/6/22,STEAM,VIDEO GAME,Optional_Expenses,Entertainment,,$0.44
5/17/23,RBC,OVERDRAFT INTEREST (?),True_Expenses,Other,,$0.39
11/20/22,COMPASS,TRANSIT,Other,Vacation,,$0.15
11/30/22,COMPASS,TRANSIT,Other,Vacation,,-$2.95
11/30/22,PARTSOURCE,CORE RETURN,True_Expenses,Auto Maintenance,,-$20.00
9/17/23,ACTIVE LIVING,REIMBURSEMENT,Reimbursements,Other,,-$23.62
1/10/23,MORGAN,REIMBURSEMENT,Optional_Expenses,Eating Out/Takeout,,-$100.00
12/1/22,CANADIAN TIRE,CAR DIAGNOSTICS TOOL,True_Expenses,Auto Maintenance,,-$356.99
